298.06	355	2.313
303.12	362.6	2.345
303.12	362.6	2.345
308.18	370.9	2.53
313	378.6	2.633
318.06	387	2.653
323.12	396.4	2.812
328.18	406.2	2.888
333	415.8	2.963
338.06	425.8	2.963
343.12	437	3.155
348.18	448.5	3.271
358.06	476.4	3.449
363.12	490.6	3.469
368.18	508.3	3.637
373	527.5	3.783
378.1	549.2	3.901
383.1	573.4	4.044
388.2	604.4	4.177
393	641.9	4.39
398.1	689	4.645
403.1	749.8	5.013
408.2	825	5.34
413.2	944.7	5.876
418.1	1089	6.446
423.1	1314	7.268
428.2	1592	8.120001
433.2	1902	8.900001
438.1	2170	9.388
443.1	2431	9.696
448.2	2680	9.826
453.2	2891	9.761
458.1	3099	9.561
463.1	3326	8.925
468.2	3518	8.355
473	3681	7.746
478.1	3832	6.903
483.1	3964	6.007
488.2	4065	5.062
493	4128	4.273
498.1	4167	3.457
503.1	4180	2.813
508.2	4165	2.188
513.2	4132	1.708
518.1	4085	1.439
523.1	4021	1.17
528.2	3947	0.9682
533	3869	0.8357
538.1	3781	0.7775
543.1	3686	0.7974
548.2	3589	0.7372
553	3491	0.8421
558.1	3389	0.8673
563.1	3280	0.8960999
568.2	3178	1.156
573.2	3069	1.235
578.1	2965	1.358
583.1	2851	1.474
588.2	2745	1.542
593	2642	1.735
598.1	2534	1.891
603.1	2435	2.003
608.2	2325	2.251
613	2226	2.416
618.1	2127	2.68
623.1	2024	3.02
628.2	1930	3.457
633	1841	3.974
638.1	1750	4.701
643.1	1662	5.586
648.2	1582	6.593
653	1508	7.755
658.1	1436	9.041
663.1	1369	10.6
668.2	1306	12.38
673	1254	14.08
678.1	1199	16.12
683.1	1149	18.22
688.2	1104	20.48
693.2	1062	22.69
698.1	1026	24.73
703.1	990.9	27.01
708.2	958.2	29.06
713	927	31.31
718.1	897.8	33.43
723.1	868	36.03
728.2	840.3	38.97
733	820.2	42.18
738.1	800	46.73
743.1	782.1	52.45
748.2	767.7	58.1
753	754	64.41
758.1	740	72.3
763.1	727.6	80.47
768.2	716.2	89.34
773	705.6	98.66
778.1	695.3	109.4
783.1	685.5	121
788.2	675.5	134.1
793	667.6	147.3
798.1	657	162.2
803.1	648.5	179.1
808.2	638	198.1
813	630.1	218.9
818.1	620.5	242.6
823.1	612	268.7
828.2	607.7	292.8
833	594.4	324
838.1	590.5	353.9
843.1	581.5	391.4
848.2	574.7	431.6
853	566	472.5
858.1	562.8	516.3
863.1	556.5	568.7
868.2	555.1	619.7
873	553.2	671.6
