298.06	939.8	7.373
303.12	998.8	8.27
303.12	998.8	8.27
308.18	1056	8.567
313	1113	8.217
318.06	1177	8.821
323.12	1243	8.405
328.18	1304	8.349999
333	1371	8.344
338.06	1434	7.86
343.12	1502	7.663
348.18	1563	7.622
353.24	1630	7.502
358.06	1702	7.384
363.12	1767	7.267
368.18	1823	6.874
378.1	1946	6.054
383.1	2011	5.843
388.2	2069	5.646
393	2125	5.335
398.1	2175	5.009
403.1	2231	4.684
408.2	2279	4.316
413.2	2325	4.025
418.1	2360	3.748
423.1	2399	3.345
428.2	2430	3.007
433.2	2461	3.012
438.1	2480	2.823
443.1	2508	2.465
448.2	2526	2.42
453.2	2534	2.022
458.1	2540	2.165
463.1	2539	1.615
468.2	2534	1.577
473	2526	1.311
478.1	2512	1.265
483.1	2487	1.167
488.2	2462	0.9851
493	2433	0.8284
498.1	2401	0.8819
503.1	2362	0.6362
508.2	2328	0.5427
513.2	2282	0.5387
518.1	2239	0.5492
523.1	2190	0.5146
528.2	2144	0.4619
533	2097	0.8143001
538.1	2050	0.8329
543.1	1999	0.632
548.2	1945	0.9483
553	1903	1.238
558.1	1856	1.269
563.1	1803	1.932
568.2	1755	1.751
573.2	1712	2.294
578.1	1669	2.415
583.1	1617	2.83
588.2	1577	3.529
593	1525	4.052
598.1	1488	4.063
603.1	1441	5.071
608.2	1404	5.738
613	1361	6.497
618.1	1313	7.257
623.1	1279	8.221
628.2	1244	9.472
633	1211	10.29
638.1	1175	12.26
643.1	1140	13.65
648.2	1110	15.6
653	1088	17.95
658.1	1060	20.19
663.1	1029	22.99
668.2	1010	26.69
673	981	30.93
678.1	953.9	35.89
683.1	935.5	41.19
688.2	918.5	47.94
693.2	883.1	56.35
698.1	872.1	65.04
703.1	843.8	76.32
708.2	829	87.56
713	814.2	99.76
718.1	800.4	113.9
723.1	786.7	129.8
728.2	769.1	147
733	751.1	165.5
738.1	735	187.2
743.1	721.4	214.1
748.2	707.9	245.7
753	694.6	278
758.1	686.2	317.2
763.1	669.7	368.9
768.2	657.7	422.2
773	647.1	476.2
778.1	637.5	544.5
783.1	621.6	624
788.2	617.3	700.7
793	606.6	796.9
798.1	593.7	909
803.1	587.2	1022
808.2	580.8	1148
813	570.1	1295
818.1	565.8	1451
823.1	561.5	1619
828.2	550.8	1826
833	550.8	2014
838.1	546.5	2239
843.1	533.6	2527
848.2	535.7	2772
853	531.4	3055
858.1	522.8	3430
863.1	533.6	3664
868.2	529.3	4071
873	527.1	4448
