298.06	341.7	2.317
303.12	348.3	2.441
303.12	348.3	2.441
308.18	355.9	2.554
313	362.8	2.587
318.06	370.9	2.767
323.12	378.6	2.788
328.18	387.5	2.952
338.06	405.6	3.109
343.12	415.6	3.176
348.18	425.9	3.306
353.24	437.8	3.351
358.06	451.1	3.512
363.12	463.4	3.609
368.18	479.7	3.731
373	497.1	3.896
378.1	516.5	4.034
383.1	537.5	4.204
388.2	564.3	4.421
393	597	4.622
398.1	638.4	4.92
403.1	690.5	5.273
408.2	752.9	5.694
413.2	853.2	6.333
418.1	969.3	7.03
423.1	1155	7.987
428.2	1378	9.061
433.2	1631	10.09
438.1	1846	10.84
443.1	2063	11.44
448.2	2269	11.86
453.2	2446	12.09
458.1	2628	12.2
463.1	2830	12.15
468.2	3011	11.93
473	3180	11.56
478.1	3348	10.89
483.1	3513	10.12
488.2	3662	9.23
493	3777	8.25
498.1	3875	7.207
503.1	3943	6.113
508.2	3984	5.017
513.2	3993	4.049
518.1	3978	3.325
523.1	3940	2.612
528.2	3886	2.042
533	3821	1.692
538.1	3744	1.413
543.1	3655	1.206
548.2	3559	0.9911
553	3465	0.9332
558.1	3363	0.8740001
563.1	3254	0.8128999
568.2	3151	0.9234
573.2	3043	0.9273
578.1	2936	0.9409
583.1	2824	0.968
588.2	2712	1.008
593	2608	1.048
598.1	2498	1.106
603.1	2398	1.152
608.2	2288	1.195
613	2190	1.235
618.1	2091	1.279
623.1	1989	1.33
628.2	1896	1.379
633	1807	1.447
638.1	1717	1.54
643.1	1630	1.659
648.2	1550	1.763
653	1475	1.892
658.1	1404	2.051
663.1	1336	2.222
668.2	1272	2.447
673	1219	2.651
678.1	1163	2.904
683.1	1112	3.196
688.2	1065	3.477
693.2	1020	3.774
698.1	980.9	4.072
703.1	944.1	4.355
708.2	908.8	4.621
713	875.6	4.897
718.1	844.2	5.149
723.1	814.1	5.411
728.2	786.9	5.747
733	764.6	6.183
738.1	741.7	6.81
743.1	718.9	7.637
748.2	700.5	8.467
753	683.3	9.41
758.1	665.2	10.55
763.1	648.5	11.81
768.2	632.8	13.13
773	619.5	14.5
778.1	605.5	16.19
783.1	593.1	17.91
788.2	581.1	19.8
793	570.8	21.75
798.1	560.8	23.81
803.1	550.6	26.33
808.2	541.4	28.95
813	532.9	31.61
818.1	524.4	34.81
823.1	516.5	38.24
828.2	509.4	41.65
833	503	45.21
838.1	496.5	49.29
843.1	490.6	53.59
848.2	484.5	58.56
853	479.3	63.54
858.1	474.3	68.91
863.1	469.2	75.17
868.2	464.2	82.3
873	460.3	88.6
